"","TimePeriod","Value","Percentile","GeoAreaCode","Nature","Indicator","Time_Detail"
"5859",1990,526.350513363698,0.9,98435,"E","3.1.1","Calendar year"
"5860",1991,264.535852849325,0.1,98435,"E","3.1.1","Calendar year"
"5861",1991,351.414988980371,0.5,98435,"E","3.1.1","Calendar year"
"5862",1991,503.045412724605,0.9,98435,"E","3.1.1","Calendar year"
"5863",1992,253.320254071184,0.1,98435,"E","3.1.1","Calendar year"
"5864",1992,336.172631912508,0.5,98435,"E","3.1.1","Calendar year"
"5865",1992,481.045338019024,0.9,98435,"E","3.1.1","Calendar year"
"5866",1993,243.544060879659,0.1,98435,"E","3.1.1","Calendar year"
"5867",1993,323.220759464549,0.5,98435,"E","3.1.1","Calendar year"
"5868",1993,463.450538879476,0.9,98435,"E","3.1.1","Calendar year"
"5869",1994,231.446611761061,0.1,98435,"E","3.1.1","Calendar year"
"5870",1994,308.832348405794,0.5,98435,"E","3.1.1","Calendar year"
"5871",1994,446.023214146736,0.9,98435,"E","3.1.1","Calendar year"
"5872",1995,219.903166802711,0.1,98435,"E","3.1.1","Calendar year"
"5873",1995,294.69720618189,0.5,98435,"E","3.1.1","Calendar year"
"5874",1995,431.261913428203,0.9,98435,"E","3.1.1","Calendar year"
"5875",1996,209.559366836266,0.1,98435,"E","3.1.1","Calendar year"
"5876",1996,282.709170543806,0.5,98435,"E","3.1.1","Calendar year"
"5877",1996,419.566162097508,0.9,98435,"E","3.1.1","Calendar year"
"5878",1997,199.856846924305,0.1,98435,"E","3.1.1","Calendar year"
"5879",1997,271.56050916763,0.5,98435,"E","3.1.1","Calendar year"
"5880",1997,408.114408673248,0.9,98435,"E","3.1.1","Calendar year"
"5881",1998,197.640394404536,0.1,98435,"E","3.1.1","Calendar year"
"5882",1998,272.416925312863,0.5,98435,"E","3.1.1","Calendar year"
"5883",1998,417.056032205035,0.9,98435,"E","3.1.1","Calendar year"
"5884",1999,184.612414645907,0.1,98435,"E","3.1.1","Calendar year"
"5885",1999,253.586711087458,0.5,98435,"E","3.1.1","Calendar year"
"5886",1999,388.788326068593,0.9,98435,"E","3.1.1","Calendar year"
"5887",2000,177.23966350097,0.1,98435,"E","3.1.1","Calendar year"
"5888",2000,244.668611203495,0.5,98435,"E","3.1.1","Calendar year"
"5889",2000,379.993403723555,0.9,98435,"E","3.1.1","Calendar year"
"5890",2001,171.648338133559,0.1,98435,"E","3.1.1","Calendar year"
"5891",2001,238.155691747529,0.5,98435,"E","3.1.1","Calendar year"
"5892",2001,371.820714057787,0.9,98435,"E","3.1.1","Calendar year"
"5893",2002,163.426763849262,0.1,98435,"E","3.1.1","Calendar year"
"5894",2002,228.826218133966,0.5,98435,"E","3.1.1","Calendar year"
"5895",2002,361.076546239967,0.9,98435,"E","3.1.1","Calendar year"
"5896",2003,152.022857193103,0.1,98435,"E","3.1.1","Calendar year"
"5897",2003,215.846694291017,0.5,98435,"E","3.1.1","Calendar year"
"5898",2003,344.456742304411,0.9,98435,"E","3.1.1","Calendar year"
"5899",2004,137.979260418159,0.1,98435,"E","3.1.1","Calendar year"
"5900",2004,198.279356135855,0.5,98435,"E","3.1.1","Calendar year"
"5901",2004,320.859244623633,0.9,98435,"E","3.1.1","Calendar year"
"5902",2005,122.953792106468,0.1,98435,"E","3.1.1","Calendar year"
"5903",2005,179.960125888635,0.5,98435,"E","3.1.1","Calendar year"
"5904",2005,296.368748370517,0.9,98435,"E","3.1.1","Calendar year"
"5905",2006,110.989049960657,0.1,98435,"E","3.1.1","Calendar year"
"5906",2006,164.752338458,0.5,98435,"E","3.1.1","Calendar year"
"5907",2006,277.406998262588,0.9,98435,"E","3.1.1","Calendar year"
"5908",2007,102.558211741202,0.1,98435,"E","3.1.1","Calendar year"
"5909",2007,154.34334521559,0.5,98435,"E","3.1.1","Calendar year"
"5910",2007,263.895088674171,0.9,98435,"E","3.1.1","Calendar year"
"5911",2008,95.9272411360006,0.1,98435,"E","3.1.1","Calendar year"
"5912",2008,146.350903107435,0.5,98435,"E","3.1.1","Calendar year"
"5913",2008,255.045435602383,0.9,98435,"E","3.1.1","Calendar year"
"5914",2009,91.0083192669743,0.1,98435,"E","3.1.1","Calendar year"
"5915",2009,140.961396322929,0.5,98435,"E","3.1.1","Calendar year"
"5916",2009,249.565401583439,0.9,98435,"E","3.1.1","Calendar year"
"5917",2010,86.5121209472541,0.1,98435,"E","3.1.1","Calendar year"
"5918",2010,136.763408642111,0.5,98435,"E","3.1.1","Calendar year"
"5919",2010,244.448318042923,0.9,98435,"E","3.1.1","Calendar year"
"5920",2011,82.9009728542364,0.1,98435,"E","3.1.1","Calendar year"
"5921",2011,132.770636773978,0.5,98435,"E","3.1.1","Calendar year"
"5922",2011,240.305741422598,0.9,98435,"E","3.1.1","Calendar year"
"5923",2012,79.9159030063907,0.1,98435,"E","3.1.1","Calendar year"
"5924",2012,129.550304931746,0.5,98435,"E","3.1.1","Calendar year"
"5925",2012,237.743551329062,0.9,98435,"E","3.1.1","Calendar year"
"5926",2013,76.7367892058848,0.1,98435,"E","3.1.1","Calendar year"
"5927",2013,125.735184248519,0.5,98435,"E","3.1.1","Calendar year"
"5928",2013,230.361149748246,0.9,98435,"E","3.1.1","Calendar year"
"5929",2014,74.518290081045,0.1,98435,"E","3.1.1","Calendar year"
"5930",2014,122.104235869882,0.5,98435,"E","3.1.1","Calendar year"
"5931",2014,226.952403053354,0.9,98435,"E","3.1.1","Calendar year"
"5932",2015,71.8612790282313,0.1,98435,"E","3.1.1","Calendar year"
"5933",2015,118.695834152205,0.5,98435,"E","3.1.1","Calendar year"
"5934",2015,223.190960080636,0.9,98435,"E","3.1.1","Calendar year"
"5935",2016,69.3415916862284,0.1,98435,"E","3.1.1","Calendar year"
"5936",2016,115.774697477845,0.5,98435,"E","3.1.1","Calendar year"
"5937",2016,219.625659875543,0.9,98435,"E","3.1.1","Calendar year"
"5938",2017,67.3698970387747,0.1,98435,"E","3.1.1","Calendar year"
"5939",2017,113.328325555119,0.5,98435,"E","3.1.1","Calendar year"
"5940",2017,218.120485879925,0.9,98435,"E","3.1.1","Calendar year"
"5941",1985,18.365065638379,0.1,98436,"E","3.1.1","Calendar year"
"5942",1985,21.0902053667862,0.5,98436,"E","3.1.1","Calendar year"
"5943",1985,24.707854676217,0.9,98436,"E","3.1.1","Calendar year"
"5944",1986,17.3174404559263,0.1,98436,"E","3.1.1","Calendar year"
"5945",1986,19.6560818503668,0.5,98436,"E","3.1.1","Calendar year"
"5946",1986,22.7365017111023,0.9,98436,"E","3.1.1","Calendar year"
"5947",1987,16.4894870947734,0.1,98436,"E","3.1.1","Calendar year"
"5948",1987,18.4992116454054,0.5,98436,"E","3.1.1","Calendar year"
"5949",1987,21.0600646167447,0.9,98436,"E","3.1.1","Calendar year"
"5950",1988,15.5783208120302,0.1,98436,"E","3.1.1","Calendar year"
"5951",1988,17.2906971747481,0.5,98436,"E","3.1.1","Calendar year"
"5952",1988,19.4650877844084,0.9,98436,"E","3.1.1","Calendar year"
"5953",1989,15.0235726989108,0.1,98436,"E","3.1.1","Calendar year"
"5954",1989,16.5444181097392,0.5,98436,"E","3.1.1","Calendar year"
"5955",1989,18.3863693988365,0.9,98436,"E","3.1.1","Calendar year"
"5956",1990,14.5747109317735,0.1,98436,"E","3.1.1","Calendar year"
"5957",1990,15.9086978872794,0.5,98436,"E","3.1.1","Calendar year"
"5958",1990,17.5395583139925,0.9,98436,"E","3.1.1","Calendar year"
"5959",1991,14.0635191649678,0.1,98436,"E","3.1.1","Calendar year"
"5960",1991,15.2607623614587,0.5,98436,"E","3.1.1","Calendar year"
"5961",1991,16.6858648631255,0.9,98436,"E","3.1.1","Calendar year"
"5962",1992,13.5572593924342,0.1,98436,"E","3.1.1","Calendar year"
"5963",1992,14.6177989655526,0.5,98436,"E","3.1.1","Calendar year"
"5964",1992,15.8599147703553,0.9,98436,"E","3.1.1","Calendar year"
"5965",1993,12.9520514472473,0.1,98436,"E","3.1.1","Calendar year"
"5966",1993,13.8962687014092,0.5,98436,"E","3.1.1","Calendar year"
"5967",1993,14.9993182888009,0.9,98436,"E","3.1.1","Calendar year"
"5968",1994,12.4093848571035,0.1,98436,"E","3.1.1","Calendar year"
"5969",1994,13.2555446658367,0.5,98436,"E","3.1.1","Calendar year"
"5970",1994,14.2576837394069,0.9,98436,"E","3.1.1","Calendar year"
"5971",1995,12.7599007990884,0.1,98436,"E","3.1.1","Calendar year"
"5972",1995,13.6139395238005,0.5,98436,"E","3.1.1","Calendar year"
"5973",1995,14.5979173490723,0.9,98436,"E","3.1.1","Calendar year"
"5974",1996,12.3642484677867,0.1,98436,"E","3.1.1","Calendar year"
"5975",1996,13.1557704936529,0.5,98436,"E","3.1.1","Calendar year"
"5976",1996,14.0809716171975,0.9,98436,"E","3.1.1","Calendar year"
"5977",1997,11.9770451067309,0.1,98436,"E","3.1.1","Calendar year"
"5978",1997,12.7446279762504,0.5,98436,"E","3.1.1","Calendar year"
"5979",1997,13.6655387188177,0.9,98436,"E","3.1.1","Calendar year"
"5980",1998,11.4407257673066,0.1,98436,"E","3.1.1","Calendar year"
"5981",1998,12.1997815746198,0.5,98436,"E","3.1.1","Calendar year"
"5982",1998,13.1031407748412,0.9,98436,"E","3.1.1","Calendar year"
"5983",1999,10.8654644560771,0.1,98436,"E","3.1.1","Calendar year"
"5984",1999,11.58530028432,0.5,98436,"E","3.1.1","Calendar year"
"5985",1999,12.4507263361399,0.9,98436,"E","3.1.1","Calendar year"
"5986",2000,10.2241038826014,0.1,98436,"E","3.1.1","Calendar year"
"5987",2000,10.8764696947023,0.5,98436,"E","3.1.1","Calendar year"
"5988",2000,11.6922931476601,0.9,98436,"E","3.1.1","Calendar year"
"5989",2001,9.50025100918801,0.1,98436,"E","3.1.1","Calendar year"
"5990",2001,10.1091523366337,0.5,98436,"E","3.1.1","Calendar year"
"5991",2001,10.8680459005124,0.9,98436,"E","3.1.1","Calendar year"
"5992",2002,9.12714007102478,0.1,98436,"E","3.1.1","Calendar year"
"5993",2002,9.69167575912161,0.5,98436,"E","3.1.1","Calendar year"
"5994",2002,10.3876431632344,0.9,98436,"E","3.1.1","Calendar year"
"5995",2003,9.02150345454822,0.1,98436,"E","3.1.1","Calendar year"
"5996",2003,9.57145920153446,0.5,98436,"E","3.1.1","Calendar year"
"5997",2003,10.2276659792849,0.9,98436,"E","3.1.1","Calendar year"
"5998",2004,8.70924654849951,0.1,98436,"E","3.1.1","Calendar year"
"5999",2004,9.22905715956711,0.5,98436,"E","3.1.1","Calendar year"
"6000",2004,9.83023854653952,0.9,98436,"E","3.1.1","Calendar year"
"6001",2005,8.64479286788661,0.1,98436,"E","3.1.1","Calendar year"
"6002",2005,9.15857033632088,0.5,98436,"E","3.1.1","Calendar year"
"6003",2005,9.73769690022282,0.9,98436,"E","3.1.1","Calendar year"
"6004",2006,8.0552324033813,0.1,98436,"E","3.1.1","Calendar year"
"6005",2006,8.5333426395748,0.5,98436,"E","3.1.1","Calendar year"
"6006",2006,9.07848277184794,0.9,98436,"E","3.1.1","Calendar year"
"6007",2007,8.16635724713527,0.1,98436,"E","3.1.1","Calendar year"
"6008",2007,8.65321071973538,0.5,98436,"E","3.1.1","Calendar year"
"6009",2007,9.20823542825545,0.9,98436,"E","3.1.1","Calendar year"
"6010",2008,8.0378224434481,0.1,98436,"E","3.1.1","Calendar year"
"6011",2008,8.53609484314986,0.5,98436,"E","3.1.1","Calendar year"
"6012",2008,9.09554611791771,0.9,98436,"E","3.1.1","Calendar year"
"6013",2009,8.06959287154492,0.1,98436,"E","3.1.1","Calendar year"
"6014",2009,8.56922829417167,0.5,98436,"E","3.1.1","Calendar year"
"6015",2009,9.14710844552082,0.9,98436,"E","3.1.1","Calendar year"
"6016",2010,7.75053231307798,0.1,98436,"E","3.1.1","Calendar year"
"6017",2010,8.25841689574637,0.5,98436,"E","3.1.1","Calendar year"
"6018",2010,8.84188244936032,0.9,98436,"E","3.1.1","Calendar year"
"6019",2011,7.43699657277998,0.1,98436,"E","3.1.1","Calendar year"
"6020",2011,8.23639970386875,0.5,98436,"E","3.1.1","Calendar year"
"6021",2011,9.29246810953837,0.9,98436,"E","3.1.1","Calendar year"
"6022",2012,7.06273544905291,0.1,98436,"E","3.1.1","Calendar year"
"6023",2012,7.59731142022933,0.5,98436,"E","3.1.1","Calendar year"
"6024",2012,8.18905081099456,0.9,98436,"E","3.1.1","Calendar year"
"6025",2013,6.75351109007118,0.1,98436,"E","3.1.1","Calendar year"
"6026",2013,7.32291639221429,0.5,98436,"E","3.1.1","Calendar year"
"6027",2013,7.94987591638195,0.9,98436,"E","3.1.1","Calendar year"
"6028",2014,6.57064399715298,0.1,98436,"E","3.1.1","Calendar year"
"6029",2014,7.17971907692907,0.5,98436,"E","3.1.1","Calendar year"
"6030",2014,7.87673723773258,0.9,98436,"E","3.1.1","Calendar year"
"6031",2015,6.22128719246939,0.1,98436,"E","3.1.1","Calendar year"
"6032",2015,7.05657151173349,0.5,98436,"E","3.1.1","Calendar year"
"6033",2015,8.17117607115383,0.9,98436,"E","3.1.1","Calendar year"
"6034",2016,6.07140842141105,0.1,98436,"E","3.1.1","Calendar year"
"6035",2016,6.74820394041108,0.5,98436,"E","3.1.1","Calendar year"
"6036",2016,7.57216914524603,0.9,98436,"E","3.1.1","Calendar year"
"6037",2017,5.89717282494953,0.1,98436,"E","3.1.1","Calendar year"
"6038",2017,6.62731816659016,0.5,98436,"E","3.1.1","Calendar year"
"6039",2017,7.53203363647982,0.9,98436,"E","3.1.1","Calendar year"
"6040",1985,135.863991982617,0.1,98437,"E","3.1.1","Calendar year"
"6041",1985,157.974829582941,0.5,98437,"E","3.1.1","Calendar year"
"6042",1985,191.012241147045,0.9,98437,"E","3.1.1","Calendar year"
"6043",1986,128.919934095227,0.1,98437,"E","3.1.1","Calendar year"
"6044",1986,149.407198955469,0.5,98437,"E","3.1.1","Calendar year"
"6045",1986,178.804679273969,0.9,98437,"E","3.1.1","Calendar year"
"6046",1987,123.65810255278,0.1,98437,"E","3.1.1","Calendar year"
"6047",1987,142.311126527654,0.5,98437,"E","3.1.1","Calendar year"
"6048",1987,168.513742454925,0.9,98437,"E","3.1.1","Calendar year"
"6049",1988,118.784961830171,0.1,98437,"E","3.1.1","Calendar year"
"6050",1988,135.834755242552,0.5,98437,"E","3.1.1","Calendar year"
"6051",1988,158.55547225479,0.9,98437,"E","3.1.1","Calendar year"
"6052",1989,114.256874098831,0.1,98437,"E","3.1.1","Calendar year"
"6053",1989,129.605339081589,0.5,98437,"E","3.1.1","Calendar year"
"6054",1989,150.360752695273,0.9,98437,"E","3.1.1","Calendar year"
"6055",1990,110.150331933751,0.1,98437,"E","3.1.1","Calendar year"
"6056",1990,124.152247739745,0.5,98437,"E","3.1.1","Calendar year"
"6057",1990,143.118643174414,0.9,98437,"E","3.1.1","Calendar year"
"6058",1991,106.236002893471,0.1,98437,"E","3.1.1","Calendar year"
"6059",1991,119.046950434264,0.5,98437,"E","3.1.1","Calendar year"
"6060",1991,136.366930833243,0.9,98437,"E","3.1.1","Calendar year"
"6061",1992,103.009114112751,0.1,98437,"E","3.1.1","Calendar year"
"6062",1992,114.973854038668,0.5,98437,"E","3.1.1","Calendar year"
"6063",1992,130.804598567446,0.9,98437,"E","3.1.1","Calendar year"
"6064",1993,100.352870942179,0.1,98437,"E","3.1.1","Calendar year"
"6065",1993,111.5055000377,0.5,98437,"E","3.1.1","Calendar year"
"6066",1993,126.577781916665,0.9,98437,"E","3.1.1","Calendar year"
"6067",1994,97.6061438272448,0.1,98437,"E","3.1.1","Calendar year"
"6068",1994,108.119376247516,0.5,98437,"E","3.1.1","Calendar year"
"6069",1994,122.348962881564,0.9,98437,"E","3.1.1","Calendar year"
"6070",1995,94.3224163351914,0.1,98437,"E","3.1.1","Calendar year"
"6071",1995,104.4346015945,0.5,98437,"E","3.1.1","Calendar year"
"6072",1995,117.806925738844,0.9,98437,"E","3.1.1","Calendar year"
"6073",1996,91.2962006526541,0.1,98437,"E","3.1.1","Calendar year"
"6074",1996,101.065142025064,0.5,98437,"E","3.1.1","Calendar year"
"6075",1996,113.698873388319,0.9,98437,"E","3.1.1","Calendar year"
"6076",1997,88.8070148650418,0.1,98437,"E","3.1.1","Calendar year"
"6077",1997,98.2010428871348,0.5,98437,"E","3.1.1","Calendar year"
"6078",1997,110.22512351296,0.9,98437,"E","3.1.1","Calendar year"
"6079",1998,86.7411446796546,0.1,98437,"E","3.1.1","Calendar year"
"6080",1998,95.8214944945872,0.5,98437,"E","3.1.1","Calendar year"
"6081",1998,107.540782635764,0.9,98437,"E","3.1.1","Calendar year"
"6082",1999,84.8801987694822,0.1,98437,"E","3.1.1","Calendar year"
"6083",1999,93.7318672465325,0.5,98437,"E","3.1.1","Calendar year"
"6084",1999,104.988659218136,0.9,98437,"E","3.1.1","Calendar year"
"6085",2000,82.4538187615164,0.1,98437,"E","3.1.1","Calendar year"
"6086",2000,91.2029819365862,0.5,98437,"E","3.1.1","Calendar year"
"6087",2000,102.209812103737,0.9,98437,"E","3.1.1","Calendar year"
"6088",2001,79.9772992996179,0.1,98437,"E","3.1.1","Calendar year"
"6089",2001,88.702497097694,0.5,98437,"E","3.1.1","Calendar year"
"6090",2001,99.4839967017797,0.9,98437,"E","3.1.1","Calendar year"
"6091",2002,77.4476649856914,0.1,98437,"E","3.1.1","Calendar year"
"6092",2002,86.0857267831661,0.5,98437,"E","3.1.1","Calendar year"
"6093",2002,96.9505667183872,0.9,98437,"E","3.1.1","Calendar year"
"6094",2003,75.1466327944552,0.1,98437,"E","3.1.1","Calendar year"
"6095",2003,83.7896584227335,0.5,98437,"E","3.1.1","Calendar year"
"6096",2003,94.6249974735329,0.9,98437,"E","3.1.1","Calendar year"
"6097",2004,70.3838849968089,0.1,98437,"E","3.1.1","Calendar year"
"6098",2004,82.6771533721282,0.5,98437,"E","3.1.1","Calendar year"
"6099",2004,100.3866765656,0.9,98437,"E","3.1.1","Calendar year"
"6100",2005,70.4714180428172,0.1,98437,"E","3.1.1","Calendar year"
"6101",2005,78.9375299013241,0.5,98437,"E","3.1.1","Calendar year"
"6102",2005,89.8104107305591,0.9,98437,"E","3.1.1","Calendar year"
"6103",2006,68.059158474457,0.1,98437,"E","3.1.1","Calendar year"
"6104",2006,76.6784780668691,0.5,98437,"E","3.1.1","Calendar year"
"6105",2006,87.7788706902348,0.9,98437,"E","3.1.1","Calendar year"
"6106",2007,65.5406832886161,0.1,98437,"E","3.1.1","Calendar year"
"6107",2007,74.0816135096241,0.5,98437,"E","3.1.1","Calendar year"
"6108",2007,85.2889053503935,0.9,98437,"E","3.1.1","Calendar year"
"6109",2008,63.9820824163697,0.1,98437,"E","3.1.1","Calendar year"
"6110",2008,72.7752318409948,0.5,98437,"E","3.1.1","Calendar year"
"6111",2008,84.038517312602,0.9,98437,"E","3.1.1","Calendar year"
"6112",2009,60.5064497543918,0.1,98437,"E","3.1.1","Calendar year"
"6113",2009,69.4530877523373,0.5,98437,"E","3.1.1","Calendar year"
"6114",2009,80.7945751473259,0.9,98437,"E","3.1.1","Calendar year"
"6115",2010,57.8103578892271,0.1,98437,"E","3.1.1","Calendar year"
"6116",2010,66.9463652326629,0.5,98437,"E","3.1.1","Calendar year"
"6117",2010,78.4229463476074,0.9,98437,"E","3.1.1","Calendar year"
"6118",2011,55.0457534038389,0.1,98437,"E","3.1.1","Calendar year"
"6119",2011,64.1328308549257,0.5,98437,"E","3.1.1","Calendar year"
"6120",2011,76.0400454576431,0.9,98437,"E","3.1.1","Calendar year"
"6121",2012,52.315683561453,0.1,98437,"E","3.1.1","Calendar year"
"6122",2012,61.5986786482681,0.5,98437,"E","3.1.1","Calendar year"
"6123",2012,73.8869555162197,0.9,98437,"E","3.1.1","Calendar year"
"6124",2013,50.0792762941539,0.1,98437,"E","3.1.1","Calendar year"
"6125",2013,59.3500611194627,0.5,98437,"E","3.1.1","Calendar year"
"6126",2013,71.8818052462334,0.9,98437,"E","3.1.1","Calendar year"
"6127",2014,47.9481645993145,0.1,98437,"E","3.1.1","Calendar year"
"6128",2014,57.2213019006583,0.5,98437,"E","3.1.1","Calendar year"
"6129",2014,69.9338518638948,0.9,98437,"E","3.1.1","Calendar year"
"6130",2015,45.9061652735069,0.1,98437,"E","3.1.1","Calendar year"
"6131",2015,55.2003576462356,0.5,98437,"E","3.1.1","Calendar year"
"6132",2015,68.3542004055089,0.9,98437,"E","3.1.1","Calendar year"
"6133",2016,44.08270281018,0.1,98437,"E","3.1.1","Calendar year"
"6134",2016,53.2780818776877,0.5,98437,"E","3.1.1","Calendar year"
"6135",2016,66.8844748340259,0.9,98437,"E","3.1.1","Calendar year"
"6136",2017,42.5079783148441,0.1,98437,"E","3.1.1","Calendar year"
"6137",2017,51.7031974731728,0.5,98437,"E","3.1.1","Calendar year"
"6138",2017,65.8364761698571,0.9,98437,"E","3.1.1","Calendar year"
"6139",1985,523.964896387916,0.1,98438,"E","3.1.1","Calendar year"
"6140",1985,647.435629799998,0.5,98438,"E","3.1.1","Calendar year"
"6141",1985,806.625069110572,0.9,98438,"E","3.1.1","Calendar year"
"6142",1986,512.937784617718,0.1,98438,"E","3.1.1","Calendar year"
"6143",1986,626.093387214812,0.5,98438,"E","3.1.1","Calendar year"
"6144",1986,770.198045789463,0.9,98438,"E","3.1.1","Calendar year"
"6145",1987,500.427739718473,0.1,98438,"E","3.1.1","Calendar year"
"6146",1987,604.650630692898,0.5,98438,"E","3.1.1","Calendar year"
"6147",1987,735.28921824421,0.9,98438,"E","3.1.1","Calendar year"
"6148",1988,485.869421375298,0.1,98438,"E","3.1.1","Calendar year"
"6149",1988,580.768268222504,0.5,98438,"E","3.1.1","Calendar year"
"6150",1988,700.215729255149,0.9,98438,"E","3.1.1","Calendar year"
"6151",1989,471.125381498427,0.1,98438,"E","3.1.1","Calendar year"
"6152",1989,556.020272387322,0.5,98438,"E","3.1.1","Calendar year"
"6153",1989,663.807121638191,0.9,98438,"E","3.1.1","Calendar year"
"6154",1990,454.860727920223,0.1,98438,"E","3.1.1","Calendar year"
"6155",1990,529.78022458834,0.5,98438,"E","3.1.1","Calendar year"
"6156",1990,627.904766184898,0.9,98438,"E","3.1.1","Calendar year"
"6157",1991,439.981107308013,0.1,98438,"E","3.1.1","Calendar year"
"6158",1991,507.17546057209,0.5,98438,"E","3.1.1","Calendar year"
"6159",1991,597.722428314702,0.9,98438,"E","3.1.1","Calendar year"
"6160",1992,422.797676912532,0.1,98438,"E","3.1.1","Calendar year"
"6161",1992,483.685150931588,0.5,98438,"E","3.1.1","Calendar year"
"6162",1992,563.889804456052,0.9,98438,"E","3.1.1","Calendar year"
"6163",1993,407.670914394926,0.1,98438,"E","3.1.1","Calendar year"
"6164",1993,463.409050997252,0.5,98438,"E","3.1.1","Calendar year"
"6165",1993,537.976275325938,0.9,98438,"E","3.1.1","Calendar year"
"6166",1994,391.870323316001,0.1,98438,"E","3.1.1","Calendar year"
"6167",1994,441.910242722863,0.5,98438,"E","3.1.1","Calendar year"
"6168",1994,510.113921100506,0.9,98438,"E","3.1.1","Calendar year"
"6169",1995,377.05642792766,0.1,98438,"E","3.1.1","Calendar year"
"6170",1995,422.902680995366,0.5,98438,"E","3.1.1","Calendar year"
"6171",1995,485.106822806475,0.9,98438,"E","3.1.1","Calendar year"
"6172",1996,362.049389377535,0.1,98438,"E","3.1.1","Calendar year"
"6173",1996,404.427892846747,0.5,98438,"E","3.1.1","Calendar year"
"6174",1996,461.628529620639,0.9,98438,"E","3.1.1","Calendar year"
"6175",1997,347.774993507891,0.1,98438,"E","3.1.1","Calendar year"
"6176",1997,385.95652716988,0.5,98438,"E","3.1.1","Calendar year"
"6177",1997,438.239019191033,0.9,98438,"E","3.1.1","Calendar year"
"6178",1998,335.026171554643,0.1,98438,"E","3.1.1","Calendar year"
"6179",1998,370.605609514594,0.5,98438,"E","3.1.1","Calendar year"
"6180",1998,419.354077654132,0.9,98438,"E","3.1.1","Calendar year"
"6181",1999,322.126948742131,0.1,98438,"E","3.1.1","Calendar year"
"6182",1999,355.333883477535,0.5,98438,"E","3.1.1","Calendar year"
"6183",1999,401.294043682025,0.9,98438,"E","3.1.1","Calendar year"
"6184",2000,309.894936575701,0.1,98438,"E","3.1.1","Calendar year"
"6185",2000,340.965404459368,0.5,98438,"E","3.1.1","Calendar year"
"6186",2000,384.205929650295,0.9,98438,"E","3.1.1","Calendar year"
"6187",2001,298.022532191162,0.1,98438,"E","3.1.1","Calendar year"
"6188",2001,327.363369973086,0.5,98438,"E","3.1.1","Calendar year"
"6189",2001,367.886051774855,0.9,98438,"E","3.1.1","Calendar year"
"6190",2002,284.917106142061,0.1,98438,"E","3.1.1","Calendar year"
"6191",2002,312.730285078628,0.5,98438,"E","3.1.1","Calendar year"
"6192",2002,350.051478505655,0.9,98438,"E","3.1.1","Calendar year"
"6193",2003,270.678852414162,0.1,98438,"E","3.1.1","Calendar year"
"6194",2003,297.225168406238,0.5,98438,"E","3.1.1","Calendar year"
"6195",2003,332.417203226587,0.9,98438,"E","3.1.1","Calendar year"
"6196",2004,257.565108042005,0.1,98438,"E","3.1.1","Calendar year"
"6197",2004,282.461822633915,0.5,98438,"E","3.1.1","Calendar year"
"6198",2004,315.752088068096,0.9,98438,"E","3.1.1","Calendar year"
"6199",2005,243.027531171054,0.1,98438,"E","3.1.1","Calendar year"
"6200",2005,266.922585398097,0.5,98438,"E","3.1.1","Calendar year"
"6201",2005,299.837437408995,0.9,98438,"E","3.1.1","Calendar year"
"6202",2006,229.187263729944,0.1,98438,"E","3.1.1","Calendar year"
"6203",2006,251.632574682213,0.5,98438,"E","3.1.1","Calendar year"
"6204",2006,281.37968213912,0.9,98438,"E","3.1.1","Calendar year"
"6205",2007,216.140055179014,0.1,98438,"E","3.1.1","Calendar year"
"6206",2007,237.820124446058,0.5,98438,"E","3.1.1","Calendar year"
"6207",2007,266.198447703414,0.9,98438,"E","3.1.1","Calendar year"
"6208",2008,204.325865225993,0.1,98438,"E","3.1.1","Calendar year"
"6209",2008,224.742977488834,0.5,98438,"E","3.1.1","Calendar year"
"6210",2008,251.956166810852,0.9,98438,"E","3.1.1","Calendar year"
"6211",2009,192.73486024757,0.1,98438,"E","3.1.1","Calendar year"
"6212",2009,212.258845938614,0.5,98438,"E","3.1.1","Calendar year"
"6213",2009,238.585366511185,0.9,98438,"E","3.1.1","Calendar year"
"6214",2010,181.311989253107,0.1,98438,"E","3.1.1","Calendar year"
"6215",2010,199.862563110015,0.5,98438,"E","3.1.1","Calendar year"
"6216",2010,226.123123568829,0.9,98438,"E","3.1.1","Calendar year"
"6217",2011,170.189418392605,0.1,98438,"E","3.1.1","Calendar year"
"6218",2011,188.301299805568,0.5,98438,"E","3.1.1","Calendar year"
"6219",2011,213.435181149279,0.9,98438,"E","3.1.1","Calendar year"
"6220",2012,160.625138567326,0.1,98438,"E","3.1.1","Calendar year"
"6221",2012,178.350225406264,0.5,98438,"E","3.1.1","Calendar year"
"6222",2012,203.754823583327,0.9,98438,"E","3.1.1","Calendar year"
"6223",2013,151.645000214228,0.1,98438,"E","3.1.1","Calendar year"
"6224",2013,169.554663752131,0.5,98438,"E","3.1.1","Calendar year"
"6225",2013,194.551713875549,0.9,98438,"E","3.1.1","Calendar year"
"6226",2014,143.555882143939,0.1,98438,"E","3.1.1","Calendar year"
"6227",2014,161.125830649941,0.5,98438,"E","3.1.1","Calendar year"
"6228",2014,186.31569797469,0.9,98438,"E","3.1.1","Calendar year"
"6229",2015,136.243807070875,0.1,98438,"E","3.1.1","Calendar year"
"6230",2015,153.84678153493,0.5,98438,"E","3.1.1","Calendar year"
